,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05732588343775502,0.3898069724400822
1,Variant,0.05327074323361595,0.41503194369083873
2,Aggregate Difference,-0.0040551402041390724,0.02522497125075651
