,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05370315953330553,0.3934453405092576
1,Variant,0.05077176686441117,0.4114188660786941
2,Aggregate Difference,-0.0029313926688943615,0.017973525569436488
