,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.06498327272903202,0.39797293485350177
1,Variant,0.05836283903248277,0.40826548398388707
2,Aggregate Difference,-0.006620433696549251,0.010292549130385298
