,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05357491989791052,0.40315370912290416
1,Variant,0.05036213259292645,0.4171043187276461
2,Aggregate Difference,-0.0032127873049840744,0.013950609604741926
