,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05551023685538686,0.4001108387217712
1,Variant,0.054928068907498157,0.4094849116419668
2,Aggregate Difference,-0.0005821679478887065,0.009374072920195597
