,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.052955672877067074,0.3984839071739325
1,Variant,0.05137154331854038,0.41307317861324944
2,Aggregate Difference,-0.0015841295585266937,0.014589271439316931
