,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05222742827189956,0.4151552549463828
1,Variant,0.05258964001592066,0.4329312011210879
2,Aggregate Difference,0.00036221174402110284,0.017775946174705126
