,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05590563133666524,0.40209093047278044
1,Variant,0.05258707338109259,0.40718598319548766
2,Aggregate Difference,-0.0033185579555726485,0.005095052722707216
