,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.059182272651209,0.3894268938727991
1,Variant,0.05559356353089682,0.40518659801287854
2,Aggregate Difference,-0.0035887091203121793,0.015759704140079434
