,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05985879397102641,0.39718581416926346
1,Variant,0.057003936995804014,0.40878307469212705
2,Aggregate Difference,-0.0028548569752223987,0.011597260522863584
