,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05727910506575902,0.40817553866073003
1,Variant,0.05468193487839302,0.42286575386876923
2,Aggregate Difference,-0.0025971701873660005,0.014690215208039203
