,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.059565371057441384,0.39266798341363746
1,Variant,0.05578315928317973,0.4098802987237061
2,Aggregate Difference,-0.0037822117742616554,0.01721231531006867
