,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05226832708617187,0.39252982315727086
1,Variant,0.050076022167286315,0.41070683985605166
2,Aggregate Difference,-0.002192304918885557,0.0181770166987808
