,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.05501761944915612,0.3921340897347442
1,Variant,0.05164226306147457,0.4132241558076612
2,Aggregate Difference,-0.0033753563876815496,0.021090066072917024
