,Type,Conversion Rate Avg,Bounce Rate Avg
0,Control,0.0535351264176389,0.3953572827215402
1,Variant,0.05088216317253154,0.4096423921670346
2,Aggregate Difference,-0.0026529632451073593,0.014285109445494382
